"token","token_length","is_numeric_token","token_type","numeric_value"
"framework",9,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"strategic",9,FALSE,"Character",NA
"autonomy",8,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"become",6,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"trusted",7,FALSE,"Character",NA
"interlocutor",12,FALSE,"Character",NA
"this",4,FALSE,"Character",NA
"conviction",10,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"resonated",9,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"where",5,FALSE,"Character",NA
"african",7,FALSE,"Character",NA
"countries",9,FALSE,"Character",NA
"struggle",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"assert",6,FALSE,"Character",NA
"their",5,FALSE,"Character",NA
"own",3,FALSE,"Character",NA
"agendas",7,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"biggest",7,FALSE,"Character",NA
"masterstroke",12,FALSE,"Character",NA
"toward",6,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"was",3,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"effort",6,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"ensure",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"au’s",4,FALSE,"Character",NA
"inclusion",9,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"g20",3,FALSE,"Character",NA
"this",4,FALSE,"Character",NA
"arduous",7,FALSE,"Character",NA
"process",7,FALSE,"Character",NA
"required",8,FALSE,"Character",NA
"months",6,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"canvassing",10,FALSE,"Character",NA
"through",7,FALSE,"Character",NA
"vehicles",8,FALSE,"Character",NA
"like",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"voice",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"global",6,FALSE,"Character",NA
"south",5,FALSE,"Character",NA
"summit",6,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"which",5,FALSE,"Character",NA
"all",3,FALSE,"Character",NA
"global",6,FALSE,"Character",NA
"south",5,FALSE,"Character",NA
"countries",9,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"aren’t",6,FALSE,"Character",NA
"g20",3,FALSE,"Character",NA
"members",7,FALSE,"Character",NA
"were",4,FALSE,"Character",NA
"invited",7,FALSE,"Character",NA
"which",5,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"held",4,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"start",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"g20",3,FALSE,"Character",NA
"presidency82",12,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"objective",9,FALSE,"Character",NA
"was",3,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"provide",7,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"common",6,FALSE,"Character",NA
"platform",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"deliberate",10,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"concerns",8,FALSE,"Character",NA
"interests",9,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"priorities",10,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"affect",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"developing",10,FALSE,"Character",NA
"countries",9,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"garnered",8,FALSE,"Character",NA
"huge",4,FALSE,"Character",NA
"credibility",11,FALSE,"Character",NA
"through",7,FALSE,"Character",NA
"these",5,FALSE,"Character",NA
"efforts",7,FALSE,"Character",NA
"because",7,FALSE,"Character",NA
"african",7,FALSE,"Character",NA
"leaders",7,FALSE,"Character",NA
"felt",4,FALSE,"Character",NA
"listened",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"represented",11,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"vera",4,FALSE,"Character",NA
"songwe",6,FALSE,"Character",NA
"wrote",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"financial",9,FALSE,"Character",NA
"times",5,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"presidency",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"g20",3,FALSE,"Character",NA
"delivered",9,FALSE,"Character",NA
"one",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"most",4,FALSE,"Character",NA
"significant",11,FALSE,"Character",NA
"shifts",6,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"global",6,FALSE,"Character",NA
"governance",10,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"decade",6,FALSE,"Character",NA
"representation",14,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"billion",7,FALSE,"Character",NA
"people",6,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"world’s",7,FALSE,"Character",NA
"premier",7,FALSE,"Character",NA
"economic",8,FALSE,"Character",NA
"co",2,FALSE,"Character",NA
"ordination",10,FALSE,"Character",NA
"body",4,FALSE,"Character",NA
"furthermore",11,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"addition",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"geopolitical",12,FALSE,"Character",NA
"heft",4,FALSE,"Character",NA
"new",3,FALSE,"Character",NA
"delhi",5,FALSE,"Character",NA
"can",3,FALSE,"Character",NA
"leverage",8,FALSE,"Character",NA
"several",7,FALSE,"Character",NA
"comparative",11,FALSE,"Character",NA
"advantages",10,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"african",7,FALSE,"Character",NA
"charm",5,FALSE,"Character",NA
"offensive",9,FALSE,"Character",NA
"starting",8,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"trade",5,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"command",7,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"relatively",10,FALSE,"Character",NA
"small",5,FALSE,"Character",NA
"share",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"global",6,FALSE,"Character",NA
"trade",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"respectively",12,FALSE,"Character",NA
"secondly",8,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"role",4,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"pharmacy",8,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"world",5,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"well",4,FALSE,"Character",NA
"known",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"ability",7,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"deliver",7,FALSE,"Character",NA
"affordable",10,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"scalable",8,FALSE,"Character",NA
"solutions",9,FALSE,"Character",NA
"across",6,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"will",4,FALSE,"Character",NA
"help",4,FALSE,"Character",NA
"tackle",6,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"critical",8,FALSE,"Character",NA
"priority",8,FALSE,"Character",NA
"area",4,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"countries",9,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"continent",9,FALSE,"Character",NA
"thirdly",7,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"reliance",8,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"brown",5,FALSE,"Character",NA
"growth",6,FALSE,"Character",NA
"means",5,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"critical",8,FALSE,"Character",NA
"role",4,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"supporting",10,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"growth",6,FALSE,"Character",NA
"story",5,FALSE,"Character",NA
"mainly",6,FALSE,"Character",NA
"through",7,FALSE,"Character",NA
"clean",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"renewable",9,FALSE,"Character",NA
"energy",6,FALSE,"Character",NA
"sources",7,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"cheap",5,FALSE,"Character",NA
"source",6,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"fuels",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"other",5,FALSE,"Character",NA
"minerals",8,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"can",3,FALSE,"Character",NA
"serve",5,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"carbon",6,FALSE,"Character",NA
"sink",4,FALSE,"Character",NA
"through",7,FALSE,"Character",NA
"offsetting",10,FALSE,"Character",NA
"initiatives",11,FALSE,"Character",NA
"equally",7,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"can",3,FALSE,"Character",NA
"provide",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"investment",10,FALSE,"Character",NA
"infrastructure",14,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"technology",10,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"maximize",8,FALSE,"Character",NA
"brown",5,FALSE,"Character",NA
"growth",6,FALSE,"Character",NA
"while",5,FALSE,"Character",NA
"expediting",10,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"green",5,FALSE,"Character",NA
"transition",10,FALSE,"Character",NA
"finally",7,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"offers",6,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"different",9,FALSE,"Character",NA
"development",11,FALSE,"Character",NA
"model",5,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"china",5,FALSE,"Character",NA
"based",5,FALSE,"Character",NA
"on",2,FALSE,"Character",NA
"south",5,FALSE,"Character",NA
"south",5,FALSE,"Character",NA
"cooperation",11,FALSE,"Character",NA
"many",4,FALSE,"Character",NA
"aspects",7,FALSE,"Character",NA
"among",5,FALSE,"Character",NA
"others",6,FALSE,"Character",NA
"denote",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"depth",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"indo",4,FALSE,"Character",NA
"african",7,FALSE,"Character",NA
"relations",9,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"their",5,FALSE,"Character",NA
"strategic",9,FALSE,"Character",NA
"nature",6,FALSE,"Character",NA
"hans",4,FALSE,"Character",NA
"dieter",6,FALSE,"Character",NA
"holtzmann",9,FALSE,"Character",NA
"anna",4,FALSE,"Character",NA
"marti",5,FALSE,"Character",NA
"inge",4,FALSE,"Character",NA
"herbert",7,FALSE,"Character",NA
"martin",6,FALSE,"Character",NA
"kothé",5,FALSE,"Character",NA
"carsten",7,FALSE,"Character",NA
"klein",5,FALSE,"Character",NA
"jörg",4,FALSE,"Character",NA
"dehnert",7,FALSE,"Character",NA
"siegfried",9,FALSE,"Character",NA
"herzog",6,FALSE,"Character",NA
"akim",4,FALSE,"Character",NA
"van",3,FALSE,"Character",NA
"der",3,FALSE,"Character",NA
"voort",5,FALSE,"Character",NA
"brics",5,FALSE,"Character",NA
"enlargement",11,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"non",3,FALSE,"Character",NA
"event",5,FALSE,"Character",NA
"or",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"stage",5,FALSE,"Character",NA
"victory",7,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"west",4,FALSE,"Character",NA
"friedrich",9,FALSE,"Character",NA
"naumann",7,FALSE,"Character",NA
"stiftung",8,FALSE,"Character",NA
"march",5,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www.freiheit",12,FALSE,"Character",NA
"org",3,FALSE,"Character",NA
"latin",5,FALSE,"Character",NA
"america",7,FALSE,"Character",NA
"brics",5,FALSE,"Character",NA
"enlargement",11,FALSE,"Character",NA
"non",3,FALSE,"Character",NA
"event",5,FALSE,"Character",NA
"or",2,FALSE,"Character",NA
"stage",5,FALSE,"Character",NA
"victory",7,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"west",4,FALSE,"Character",NA
"hans",4,FALSE,"Character",NA
"dieter",6,FALSE,"Character",NA
"holtzmann",9,FALSE,"Character",NA
"anna",4,FALSE,"Character",NA
"marti",5,FALSE,"Character",NA
"inge",4,FALSE,"Character",NA
"herbert",7,FALSE,"Character",NA
"martin",6,FALSE,"Character",NA
"kothé",5,FALSE,"Character",NA
"carsten",7,FALSE,"Character",NA
"klein",5,FALSE,"Character",NA
"jörg",4,FALSE,"Character",NA
"dehnert",7,FALSE,"Character",NA
"siegfried",9,FALSE,"Character",NA
"herzog",6,FALSE,"Character",NA
"akim",4,FALSE,"Character",NA
"van",3,FALSE,"Character",NA
"der",3,FALSE,"Character",NA
"voort",5,FALSE,"Character",NA
"brics",5,FALSE,"Character",NA
"enlargement",11,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"non",3,FALSE,"Character",NA
"event",5,FALSE,"Character",NA
"or",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"stage",5,FALSE,"Character",NA
"victory",7,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"west",4,FALSE,"Character",NA
"friedrich",9,FALSE,"Character",NA
"naumann",7,FALSE,"Character",NA
"stiftung",8,FALSE,"Character",NA
"march",5,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www.freiheit",12,FALSE,"Character",NA
"org",3,FALSE,"Character",NA
"latin",5,FALSE,"Character",NA
"america",7,FALSE,"Character",NA
"brics",5,FALSE,"Character",NA
"enlargement",11,FALSE,"Character",NA
"non",3,FALSE,"Character",NA
"event",5,FALSE,"Character",NA
"or",2,FALSE,"Character",NA
"stage",5,FALSE,"Character",NA
"victory",7,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"west",4,FALSE,"Character",NA
"ronak",5,FALSE,"Character",NA
"gopaldas",8,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"eyes",4,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"quest",5,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"superpower",10,FALSE,"Character",NA
"status",6,FALSE,"Character",NA
"institute",9,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"security",8,FALSE,"Character",NA
"studies",7,FALSE,"Character",NA
"january",7,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"issafrica.org",13,FALSE,"Character",NA
"iss",3,FALSE,"Character",NA
"today",5,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"eyes",4,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"quest",5,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"superpower",10,FALSE,"Character",NA
"status",6,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"ronak",5,FALSE,"Character",NA
"gopaldas",8,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"eyes",4,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"quest",5,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"superpower",10,FALSE,"Character",NA
"status",6,FALSE,"Character",NA
"institute",9,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"security",8,FALSE,"Character",NA
"studies",7,FALSE,"Character",NA
"january",7,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"issafrica.org",13,FALSE,"Character",NA
"iss",3,FALSE,"Character",NA
"today",5,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"eyes",4,FALSE,"Character",NA
"africa",6,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"quest",5,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"superpower",10,FALSE,"Character",NA
"status",6,FALSE,"Character",NA
"policy",6,FALSE,"Character",NA
"paper",5,FALSE,"Character",NA
"n",1,FALSE,"Character",NA
"june",4,FALSE,"Character",NA
"retrospective",13,FALSE,"Character",NA
"analysis",8,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"wins",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"strengthening",13,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"bloc",4,FALSE,"Character",NA
"conclusion",10,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"ruling",6,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"hoped",5,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"landslide",9,FALSE,"Character",NA
"victory",7,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"country’s",9,FALSE,"Character",NA
"six",3,FALSE,"Character",NA
"week",4,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"election",8,FALSE,"Character",NA
"however",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"led",3,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"pm",2,FALSE,"Character",NA
"narendra",8,FALSE,"Character",NA
"modi",4,FALSE,"Character",NA
"scored",6,FALSE,"Character",NA
"parliamentary",13,FALSE,"Character",NA
"seats",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"final",5,FALSE,"Character",NA
"tally",5,FALSE,"Character",NA
"it",2,FALSE,"Character",NA
"needed",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"help",4,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"coalition",9,FALSE,"Character",NA
"partner",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"national",8,FALSE,"Character",NA
"democratic",10,FALSE,"Character",NA
"alliance",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"meet",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"requirement",11,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"seats",5,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"form",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"government",10,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"electoral",9,FALSE,"Character",NA
"performance",11,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"can",3,FALSE,"Character",NA
"be",2,FALSE,"Character",NA
"explained",9,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"modi",4,FALSE,"Character",NA
"government’s",12,FALSE,"Character",NA
"failure",7,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"realize",7,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"while",5,FALSE,"Character",NA
"economic",8,FALSE,"Character",NA
"benefits",8,FALSE,"Character",NA
"had",3,FALSE,"Character",NA
"been",4,FALSE,"Character",NA
"substantial",11,FALSE,"Character",NA
"their",5,FALSE,"Character",NA
"distribution",12,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"been",4,FALSE,"Character",NA
"uneven",6,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"well",4,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"stigmatization",14,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"muslims",7,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"indeed",6,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"seen",4,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"growth",6,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"inequality",10,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"persistent",10,FALSE,"Character",NA
"unemployment",12,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"both",4,FALSE,"Character",NA
"rural",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"urban",5,FALSE,"Character",NA
"areas",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"country",7,FALSE,"Character",NA
"where",5,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"territorial",11,FALSE,"Character",NA
"disparities",11,FALSE,"Character",NA
"between",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"rural",5,FALSE,"Character",NA
"north",5,FALSE,"Character",NA
"controlled",10,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"industrial",10,FALSE,"Character",NA
"south",5,FALSE,"Character",NA
"controlled",10,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"are",3,FALSE,"Character",NA
"stark",5,FALSE,"Character",NA
"unemployment",12,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"those",5,FALSE,"Character",NA
"aged",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"years",5,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"high",4,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"overall",7,FALSE,"Character",NA
"national",8,FALSE,"Character",NA
"number",6,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"data",4,FALSE,"Character",NA
"does",4,FALSE,"Character",NA
"not",3,FALSE,"Character",NA
"tell",4,FALSE,"Character",NA
"us",2,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"it",2,FALSE,"Character",NA
"may",3,FALSE,"Character",NA
"be",2,FALSE,"Character",NA
"much",4,FALSE,"Character",NA
"worse",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"certain",7,FALSE,"Character",NA
"regions",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"other",5,FALSE,"Character",NA
"explanation",11,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"modi’s",6,FALSE,"Character",NA
"exploitation",12,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"historic",8,FALSE,"Character",NA
"hindu",5,FALSE,"Character",NA
"muslim",6,FALSE,"Character",NA
"tensions",8,FALSE,"Character",NA
"seems",5,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"have",4,FALSE,"Character",NA
"run",3,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"natural",7,FALSE,"Character",NA
"course",6,FALSE,"Character",NA
"which",5,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"turned",6,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"him",3,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"will",4,FALSE,"Character",NA
"reshape",7,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"political",9,FALSE,"Character",NA
"landscape",9,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"next",4,FALSE,"Character",NA
"five",4,FALSE,"Character",NA
"years",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"beyond",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"will",4,FALSE,"Character",NA
"have",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"work",4,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"allies",6,FALSE,"Character",NA
"from",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"nda",3,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"govern",6,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"next",4,FALSE,"Character",NA
"five",4,FALSE,"Character",NA
"years",5,FALSE,"Character",NA
"this",4,FALSE,"Character",NA
"can",3,FALSE,"Character",NA
"sometimes",9,FALSE,"Character",NA
"lead",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"tensions",8,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"political",9,FALSE,"Character",NA
"compromises",11,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"return",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"under",5,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"leadership",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"rahul",5,FALSE,"Character",NA
"gandhi",6,FALSE,"Character",NA
"will",4,FALSE,"Character",NA
"continue",8,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"restructuring",13,FALSE,"Character",NA
"efforts",7,FALSE,"Character",NA
"particularly",12,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"expanding",9,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"support",7,FALSE,"Character",NA
"base",4,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"developing",10,FALSE,"Character",NA
"attractive",10,FALSE,"Character",NA
"policies",8,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"programs",8,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"voters",6,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"aim",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"regaining",9,FALSE,"Character",NA
"power",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"this",4,FALSE,"Character",NA
"context",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"way",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"manages",7,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"coalition",9,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"strategies",10,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"implements",10,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"restructuring",13,FALSE,"Character",NA
"will",4,FALSE,"Character",NA
"be",2,FALSE,"Character",NA
